Region,Year,Month,Day,Thermal Generation Actual (in MU),Hydro Generation Actual (in MU)
NorthEastern,2019,3,19,31.7,9.21
Northern,2019,3,20,659.45,121.72
Western,2019,3,20,1251.69,34.47
Southern,2019,3,20,678.58,73.41
Eastern,2019,3,20,508.97,29.22
NorthEastern,2019,3,20,31.7,9.21
Northern,2019,3,21,658.49,121.72
Western,2019,3,21,1251.69,34.47
Southern,2019,3,21,678.58,73.41
Eastern,2019,3,21,508.97,29.22
NorthEastern,2019,3,21,31.7,9.21
Northern,2019,3,22,658.49,121.72
Western,2019,3,22,1251.69,34.47
Southern,2019,3,22,678.58,73.41
Eastern,2019,3,22,500.87,29.22
NorthEastern,2019,3,22,31.7,9.21
Northern,2019,3,23,660.84,121.72
Western,2019,3,23,1251.69,34.47
Southern,2019,3,23,678.58,73.41
Eastern,2019,3,23,500.87,29.22
NorthEastern,2019,3,23,31.7,9.21
Northern,2019,3,24,660.84,121.72
Western,2019,3,24,1251.69,34.47
Southern,2019,3,24,678.58,73.41
Eastern,2019,3,24,500.87,29.22
NorthEastern,2019,3,24,31.7,9.21
Northern,2019,3,25,660.84,121.72
Western,2019,3,25,1251.69,34.47
Southern,2019,3,25,678.58,73.41
Eastern,2019,3,25,500.87,29.22
NorthEastern,2019,3,25,31.7,9.21
Northern,2019,3,26,669.84,121.72
Western,2019,3,26,1251.69,34.47
Southern,2019,3,26,678.58,73.41
Eastern,2019,3,26,500.87,29.22
NorthEastern,2019,3,26,31.7,9.21
Northern,2019,3,27,669.84,121.72
Western,2019,3,27,1251.69,34.47
Southern,2019,3,27,678.58,73.41
Eastern,2019,3,27,500.87,29.22
NorthEastern,2019,3,27,31.7,9.21
Northern,2019,3,28,678.07,121.72
Western,2019,3,28,1251.69,34.47
Southern,2019,3,28,678.58,73.41
Eastern,2019,3,28,500.87,29.22
NorthEastern,2019,3,28,31.7,9.21
Northern,2019,3,29,678.07,121.72
Western,2019,3,29,1251.69,34.47
Southern,2019,3,29,678.58,73.41
Eastern,2019,3,29,500.87,29.22
NorthEastern,2019,3,29,31.7,9.21
Northern,2019,3,30,678.07,121.72
Western,2019,3,30,1251.69,34.47
Southern,2019,3,30,678.58,73.41
Eastern,2019,3,30,500.87,29.22
NorthEastern,2019,3,30,31.7,9.21
Northern,2019,3,31,678.07,121.72
Western,2019,3,31,1251.69,34.47
Southern,2019,3,31,678.58,73.41
Eastern,2019,3,31,500.87,29.22
NorthEastern,2019,3,31,31.7,9.21
Northern,2019,4,1,694.44,159.92
Western,2019,4,1,1391.86,32.58
Southern,2019,4,1,666.7,76.25
Eastern,2019,4,1,526.12,44.26
NorthEastern,2019,4,1,36.46,4.92
Northern,2019,4,2,694.44,159.92
Western,2019,4,2,1387.86,32.58
Southern,2019,4,2,666.7,76.25
Eastern,2019,4,2,526.12,44.26
NorthEastern,2019,4,2,36.46,4.92
Northern,2019,4,3,691.8,159.92
Western,2019,4,3,1387.86,32.58
Southern,2019,4,3,666.7,76.25
Eastern,2019,4,3,526.12,44.26
NorthEastern,2019,4,3,36.46,4.92
Northern,2019,4,4,691.8,159.92
Western,2019,4,4,1387.86,32.58
Southern,2019,4,4,666.7,76.25
Eastern,2019,4,4,526.12,44.26
NorthEastern,2019,4,4,36.46,4.92
Northern,2019,4,5,684.12,159.92
Western,2019,4,5,1387.86,32.58
Southern,2019,4,5,666.7,76.25
Eastern,2019,4,5,526.12,44.26
NorthEastern,2019,4,5,36.46,4.92
Northern,2019,4,6,684.12,159.92
Western,2019,4,6,1387.86,32.58
Southern,2019,4,6,666.7,76.25
Eastern,2019,4,6,515.16,44.26
NorthEastern,2019,4,6,36.46,4.92
Northern,2019,4,7,684.12,159.92
Western,2019,4,7,1387.86,32.58
Southern,2019,4,7,666.7,76.25
Eastern,2019,4,7,515.16,44.26
NorthEastern,2019,4,7,36.46,4.92
Northern,2019,4,8,684.12,159.92
Western,2019,4,8,1387.86,32.58
Southern,2019,4,8,666.7,76.25
Eastern,2019,4,8,515.16,44.26
NorthEastern,2019,4,8,36.46,4.92
Northern,2019,4,9,684.16,159.92
Western,2019,4,9,1387.86,32.58
Southern,2019,4,9,666.7,76.25
Eastern,2019,4,9,515.16,44.26
NorthEastern,2019,4,9,36.46,4.92
Northern,2019,4,10,684.16,159.92
Western,2019,4,10,1387.86,32.58
Southern,2019,4,10,662.8,76.25
Eastern,2019,4,10,515.16,44.26
NorthEastern,2019,4,10,36.46,4.92
Northern,2019,4,11,698.95,159.92
Western,2019,4,11,1387.86,32.58
Southern,2019,4,11,662.8,76.25
Eastern,2019,4,11,515.16,44.26
NorthEastern,2019,4,11,36.46,4.92
Northern,2019,4,12,698.95,159.92
Western,2019,4,12,1387.86,32.58
Southern,2019,4,12,662.8,76.25
Eastern,2019,4,12,515.16,44.26
NorthEastern,2019,4,12,36.46,4.92
Northern,2019,4,13,700.17,159.92
Western,2019,4,13,1387.86,32.58
Southern,2019,4,13,662.8,76.25
Eastern,2019,4,13,515.16,44.26
NorthEastern,2019,4,13,36.46,4.92
Northern,2019,4,14,700.21,159.92
Western,2019,4,14,1387.86,32.58
Southern,2019,4,14,662.8,76.25
Eastern,2019,4,14,515.16,44.26
NorthEastern,2019,4,14,36.46,4.92
Northern,2019,4,15,697.43,159.92
Western,2019,4,15,1386.79,32.58
Southern,2019,4,15,662.8,76.25
Eastern,2019,4,15,515.16,44.26
NorthEastern,2019,4,15,36.46,4.92
Northern,2019,4,16,697.43,159.92
Western,2019,4,16,1386.79,32.58
Southern,2019,4,16,662.8,76.25
Eastern,2019,4,16,511.16,44.26
NorthEastern,2019,4,16,36.46,4.92
Northern,2019,4,17,697.43,159.92
Western,2019,4,17,1386.79,32.58
Southern,2019,4,17,662.8,76.25
Eastern,2019,4,17,511.16,44.26
NorthEastern,2019,4,17,36.46,4.92
Northern,2019,4,18,694.78,159.92
Western,2019,4,18,1386.79,32.58
Southern,2019,4,18,662.8,76.25
Eastern,2019,4,18,511.16,44.26
NorthEastern,2019,4,18,36.46,4.92
Northern,2019,4,19,694.78,159.92
Western,2019,4,19,1386.79,32.58
Southern,2019,4,19,662.8,76.25
Eastern,2019,4,19,511.16,44.26
NorthEastern,2019,4,19,36.46,4.92
Northern,2019,4,20,686.78,159.92
Western,2019,4,20,1386.79,32.58
Southern,2019,4,20,666.7,76.25
Eastern,2019,4,20,511.16,44.26
NorthEastern,2019,4,20,36.46,4.92
Northern,2019,4,21,688.88,159.92
Western,2019,4,21,1386.79,32.58
Southern,2019,4,21,677.3,76.25
Eastern,2019,4,21,511.16,44.26
NorthEastern,2019,4,21,36.46,4.92
Northern,2019,4,22,688.88,159.92
Western,2019,4,22,1385.69,32.58
Southern,2019,4,22,677.3,76.25
Eastern,2019,4,22,511.16,44.26
NorthEastern,2019,4,22,36.46,4.92
Northern,2019,4,23,688.88,159.92
Western,2019,4,23,1385.69,32.58
Southern,2019,4,23,677.3,76.25
Eastern,2019,4,23,511.16,44.26
NorthEastern,2019,4,23,36.46,4.92
Northern,2019,4,24,689.08,159.92
Western,2019,4,24,1385.69,32.58
Southern,2019,4,24,677.3,76.25
Eastern,2019,4,24,511.16,44.26
NorthEastern,2019,4,24,36.46,4.92
Northern,2019,4,25,694.08,159.92
Western,2019,4,25,1385.69,32.58
Southern,2019,4,25,677.3,76.25
Eastern,2019,4,25,511.16,44.26
NorthEastern,2019,4,25,36.46,4.92
Northern,2019,4,26,693.92,159.92
Western,2019,4,26,1389.89,32.58
Southern,2019,4,26,667.02,76.25
Eastern,2019,4,26,511.16,44.26
NorthEastern,2019,4,26,36.46,4.92
Northern,2019,4,27,696.7,159.92
Western,2019,4,27,1389.89,32.58
Southern,2019,4,27,667.02,76.25
Eastern,2019,4,27,511.16,44.26
NorthEastern,2019,4,27,36.46,4.92
Northern,2019,4,28,693.89,159.92
Western,2019,4,28,1389.89,32.58
Southern,2019,4,28,667.02,76.25
Eastern,2019,4,28,511.16,44.26
NorthEastern,2019,4,28,36.46,4.92
Northern,2019,4,29,693.89,159.92
Western,2019,4,29,1389.89,32.58
Southern,2019,4,29,667.02,76.25
Eastern,2019,4,29,511.16,44.26
NorthEastern,2019,4,29,36.46,4.92
Northern,2019,4,30,693.79,159.92
Western,2019,4,30,1385.55,32.58
Southern,2019,4,30,667.02,76.25
Eastern,2019,4,30,511.16,44.26
NorthEastern,2019,4,30,36.46,4.92
Northern,2019,5,1,706.34,260.86
Western,2019,5,1,1395.69,25.19
Southern,2019,5,1,662.73,65.75
Eastern,2019,5,1,516.85,53.28
NorthEastern,2019,5,1,36.63,13.71
Northern,2019,5,2,706.34,260.86
Western,2019,5,2,1394.89,25.19
Southern,2019,5,2,662.73,65.75
Eastern,2019,5,2,516.85,53.28
NorthEastern,2019,5,2,36.63,13.71
Northern,2019,5,3,709.86,260.86
Western,2019,5,3,1394.21,25.19
Southern,2019,5,3,662.73,65.75
Eastern,2019,5,3,516.85,53.28
NorthEastern,2019,5,3,36.63,13.71
Northern,2019,5,4,707.89,260.86
Western,2019,5,4,1394.21,25.19
Southern,2019,5,4,662.73,65.75
Eastern,2019,5,4,528.1,53.28
NorthEastern,2019,5,4,36.63,13.71
Northern,2019,5,5,707.89,260.86
Western,2019,5,5,1394.21,25.19
Southern,2019,5,5,662.73,65.75
Eastern,2019,5,5,528.1,53.28
NorthEastern,2019,5,5,36.63,13.71
Northern,2019,5,6,721.17,260.86
Western,2019,5,6,1395.97,25.19
Southern,2019,5,6,662.73,65.75
Eastern,2019,5,6,534.18,53.28
NorthEastern,2019,5,6,36.63,13.71
Northern,2019,5,7,721.17,260.86
Western,2019,5,7,1395.97,25.19
Southern,2019,5,7,662.73,65.75
Eastern,2019,5,7,534.18,53.28
NorthEastern,2019,5,7,36.63,13.71
Northern,2019,5,8,721.17,260.86
Western,2019,5,8,1395.97,25.19
Southern,2019,5,8,662.73,65.75
Eastern,2019,5,8,539.76,53.28
NorthEastern,2019,5,8,36.63,13.71
Northern,2019,5,9,721.17,260.86
Western,2019,5,9,1395.97,25.19
Southern,2019,5,9,662.73,65.75
Eastern,2019,5,9,539.76,53.28
NorthEastern,2019,5,9,36.63,13.71
Northern,2019,5,10,723.99,260.86
Western,2019,5,10,1395.97,25.19
Southern,2019,5,10,662.73,65.75
Eastern,2019,5,10,539.76,53.28
NorthEastern,2019,5,10,36.63,13.71
Northern,2019,5,11,721.34,260.86
Western,2019,5,11,1395.97,25.19
Southern,2019,5,11,662.73,65.75
Eastern,2019,5,11,539.76,53.28
NorthEastern,2019,5,11,36.63,13.71
Northern,2019,5,12,721.34,260.86
Western,2019,5,12,1395.97,25.19
Southern,2019,5,12,662.73,65.75
Eastern,2019,5,12,539.76,53.28
NorthEastern,2019,5,12,36.63,13.71
Northern,2019,5,13,721.34,260.86
Western,2019,5,13,1395.97,25.19
Southern,2019,5,13,662.73,65.75
Eastern,2019,5,13,539.76,53.28
NorthEastern,2019,5,13,36.63,13.71
Northern,2019,5,14,721.34,260.86
Western,2019,5,14,1395.97,25.19
Southern,2019,5,14,662.73,65.75
Eastern,2019,5,14,530.07,53.28
NorthEastern,2019,5,14,36.63,13.71
Northern,2019,5,15,721.34,260.86
Western,2019,5,15,1395.97,25.19
Southern,2019,5,15,662.73,65.75
Eastern,2019,5,15,530.07,53.28
NorthEastern,2019,5,15,36.63,13.71
Northern,2019,5,16,733.97,260.86
Western,2019,5,16,1395.97,25.19
Southern,2019,5,16,662.73,65.75
Eastern,2019,5,16,530.07,53.28
NorthEastern,2019,5,16,36.63,13.71
Northern,2019,5,17,733.97,260.86
Western,2019,5,17,1382.72,25.19
Southern,2019,5,17,662.73,65.75
Eastern,2019,5,17,530.07,53.28
NorthEastern,2019,5,17,36.63,13.71
Northern,2019,5,18,730.15,260.86
Western,2019,5,18,1382.72,25.19
Southern,2019,5,18,662.73,65.75
Eastern,2019,5,18,530.07,53.28
NorthEastern,2019,5,18,36.63,13.71
Northern,2019,5,19,730.15,260.86
Western,2019,5,19,1382.72,25.19
Southern,2019,5,19,662.73,65.75
Eastern,2019,5,19,530.07,53.28
NorthEastern,2019,5,19,36.63,13.71
Northern,2019,5,20,730.15,260.86
Western,2019,5,20,1382.72,25.19
Southern,2019,5,20,662.73,65.75
Eastern,2019,5,20,530.07,53.28
NorthEastern,2019,5,20,36.63,13.71
Northern,2019,5,21,730.15,260.86
Western,2019,5,21,1383.36,25.19
Southern,2019,5,21,658.53,65.75
Eastern,2019,5,21,530.07,53.28
NorthEastern,2019,5,21,36.63,13.71
Northern,2019,5,22,730.95,260.86
Western,2019,5,22,1383.36,25.19
Southern,2019,5,22,658.53,65.75
Eastern,2019,5,22,530.07,53.28
NorthEastern,2019,5,22,36.63,13.71
Northern,2019,5,23,730.95,260.86
Western,2019,5,23,1383.36,25.19
Southern,2019,5,23,658.53,65.75
Eastern,2019,5,23,530.07,53.28
NorthEastern,2019,5,23,36.63,13.71
Northern,2019,5,24,730.57,260.86
Western,2019,5,24,1383.36,25.19
Southern,2019,5,24,658.53,65.75
Eastern,2019,5,24,530.07,53.28
NorthEastern,2019,5,24,36.63,13.71
Northern,2019,5,25,730.57,260.86
Western,2019,5,25,1383.36,25.19
Southern,2019,5,25,655.2,65.75
Eastern,2019,5,25,530.07,53.28
NorthEastern,2019,5,25,36.63,13.71
Northern,2019,5,26,730.57,260.86
Western,2019,5,26,1383.36,25.19
Southern,2019,5,26,648.16,65.75
Eastern,2019,5,26,530.07,53.28
NorthEastern,2019,5,26,36.63,13.71
Northern,2019,5,27,733.22,260.86
Western,2019,5,27,1383.36,25.19
Southern,2019,5,27,648.16,65.75
Eastern,2019,5,27,530.07,53.28
NorthEastern,2019,5,27,36.63,13.71
Northern,2019,5,28,737.47,260.86
Western,2019,5,28,1383.36,25.19
Southern,2019,5,28,648.16,65.75
Eastern,2019,5,28,530.07,53.28
NorthEastern,2019,5,28,36.63,13.71
Northern,2019,5,29,737.47,260.86
Western,2019,5,29,1383.36,25.19
Southern,2019,5,29,648.16,65.75
Eastern,2019,5,29,530.07,53.28
NorthEastern,2019,5,29,36.63,13.71
Northern,2019,5,30,737.47,260.86
Western,2019,5,30,1381.81,25.19
Southern,2019,5,30,648.16,65.75
Eastern,2019,5,30,530.07,53.28
NorthEastern,2019,5,30,36.63,13.71
Northern,2019,5,31,737.85,260.86
Western,2019,5,31,1385.81,25.19
Southern,2019,5,31,648.16,65.75
Eastern,2019,5,31,530.07,53.28
NorthEastern,2019,5,31,36.63,13.71
Northern,2019,6,1,711.9,299.27
Western,2019,6,1,1330.24,26.09
Southern,2019,6,1,611.63,57.72
Eastern,2019,6,1,510.69,66.73
NorthEastern,2019,6,1,34.38,22.8
Northern,2019,6,2,715.54,299.27
Western,2019,6,2,1331.76,26.09
Southern,2019,6,2,611.63,57.72
Eastern,2019,6,2,510.69,66.73
NorthEastern,2019,6,2,34.38,22.8
Northern,2019,6,3,715.54,299.27
Western,2019,6,3,1331.76,26.09
Southern,2019,6,3,611.63,57.72
Eastern,2019,6,3,510.69,66.73
NorthEastern,2019,6,3,34.38,22.8
Northern,2019,6,4,715.54,299.27
Western,2019,6,4,1331.76,26.09
Southern,2019,6,4,611.63,57.72
Eastern,2019,6,4,510.69,66.73
NorthEastern,2019,6,4,34.38,22.8
Northern,2019,6,5,712.79,299.27
Western,2019,6,5,1331.76,26.09
Southern,2019,6,5,611.63,57.72
Eastern,2019,6,5,510.69,66.73
NorthEastern,2019,6,5,34.65,22.8
Northern,2019,6,6,712.79,299.27
Western,2019,6,6,1331.76,26.09
Southern,2019,6,6,598.43,57.72
Eastern,2019,6,6,507.69,66.73
NorthEastern,2019,6,6,34.65,22.8
Northern,2019,6,7,712.79,299.27
Western,2019,6,7,1331.76,26.09
Southern,2019,6,7,598.43,57.72
Eastern,2019,6,7,507.69,66.73
NorthEastern,2019,6,7,34.65,22.8
Northern,2019,6,8,712.79,299.27
Western,2019,6,8,1331.76,26.09
Southern,2019,6,8,598.43,57.72
Eastern,2019,6,8,507.69,66.73
NorthEastern,2019,6,8,34.65,22.8
Northern,2019,6,9,712.79,299.27
Western,2019,6,9,1331.76,26.09
Southern,2019,6,9,601.61,57.72
Eastern,2019,6,9,507.69,66.73
NorthEastern,2019,6,9,34.65,22.8
Northern,2019,6,10,712.61,299.27
Western,2019,6,10,1320.43,26.09
Southern,2019,6,10,601.61,57.72
Eastern,2019,6,10,507.69,66.73
NorthEastern,2019,6,10,34.65,22.8
Northern,2019,6,11,712.61,299.27
Western,2019,6,11,1320.43,26.09
Southern,2019,6,11,597.21,57.72
Eastern,2019,6,11,507.69,66.73
NorthEastern,2019,6,11,34.65,22.8
Northern,2019,6,12,712.26,299.27
Western,2019,6,12,1320.43,26.09
Southern,2019,6,12,597.21,57.72
Eastern,2019,6,12,507.69,66.73
NorthEastern,2019,6,12,34.65,22.8
Northern,2019,6,13,712.26,299.27
Western,2019,6,13,1320.43,26.09
Southern,2019,6,13,597.21,57.72
Eastern,2019,6,13,507.69,66.73
NorthEastern,2019,6,13,34.65,22.8
Northern,2019,6,14,712.26,299.27
Western,2019,6,14,1320.43,26.09
Southern,2019,6,14,597.21,57.72
Eastern,2019,6,14,507.69,66.73
NorthEastern,2019,6,14,34.65,22.8
Northern,2019,6,15,716.68,299.27
Western,2019,6,15,1267.36,26.09
Southern,2019,6,15,583.77,57.72
Eastern,2019,6,15,507.69,66.73
NorthEastern,2019,6,15,34.65,22.8
Northern,2019,6,16,719.31,299.27
Western,2019,6,16,1275.09,26.09
Southern,2019,6,16,574.64,57.72
Eastern,2019,6,16,507.36,66.73
NorthEastern,2019,6,16,34.65,22.8
Northern,2019,6,17,719.31,299.27
Western,2019,6,17,1275.09,26.09
Southern,2019,6,17,576.35,57.72
Eastern,2019,6,17,507.36,66.73
NorthEastern,2019,6,17,34.65,22.8
Northern,2019,6,18,723.8,299.27
Western,2019,6,18,1275.09,26.09
Southern,2019,6,18,572.11,57.72
Eastern,2019,6,18,507.36,66.73
NorthEastern,2019,6,18,34.65,22.8
Northern,2019,6,19,724.15,299.27
Western,2019,6,19,1275.09,26.09
Southern,2019,6,19,572.11,57.72
Eastern,2019,6,19,516.53,66.73
NorthEastern,2019,6,19,34.65,22.8
Northern,2019,6,20,724.15,299.27
Western,2019,6,20,1267.62,26.09
Southern,2019,6,20,571.15,57.72
Eastern,2019,6,20,516.53,66.73
NorthEastern,2019,6,20,34.65,22.8
Northern,2019,6,21,724.15,299.27
Western,2019,6,21,1281.19,26.09
Southern,2019,6,21,571.15,57.72
Eastern,2019,6,21,505.98,66.73
NorthEastern,2019,6,21,34.95,22.8
Northern,2019,6,22,723.8,299.27
Western,2019,6,22,1281.19,26.09
Southern,2019,6,22,578.72,57.72
Eastern,2019,6,22,505.98,66.73
NorthEastern,2019,6,22,34.68,22.8
Northern,2019,6,23,723.8,299.27
Western,2019,6,23,1281.19,26.09
Southern,2019,6,23,578.72,57.72
Eastern,2019,6,23,505.98,66.73
NorthEastern,2019,6,23,34.68,22.8
Northern,2019,6,24,721.15,299.27
Western,2019,6,24,1281.19,26.09
Southern,2019,6,24,579.68,57.72
Eastern,2019,6,24,502.37,66.73
NorthEastern,2019,6,24,34.68,22.8
Northern,2019,6,25,721.15,299.27
Western,2019,6,25,1266.27,26.09
Southern,2019,6,25,575.68,57.72
Eastern,2019,6,25,498.08,66.73
NorthEastern,2019,6,25,34.68,22.8
Northern,2019,6,26,721.15,299.27
Western,2019,6,26,1269.47,26.09
Southern,2019,6,26,579.48,57.72
Eastern,2019,6,26,498.08,66.73
NorthEastern,2019,6,26,36.15,22.8
Northern,2019,6,27,721.15,299.27
Western,2019,6,27,1272.22,26.09
Southern,2019,6,27,579.48,57.72
Eastern,2019,6,27,498.08,66.73
NorthEastern,2019,6,27,36.15,22.8
Northern,2019,6,28,721.15,299.27
Western,2019,6,28,1273.05,26.09
Southern,2019,6,28,579.48,57.72
Eastern,2019,6,28,498.08,66.73
NorthEastern,2019,6,28,36.15,22.8
Northern,2019,6,29,721.5,299.27
Western,2019,6,29,1273.05,26.09
Southern,2019,6,29,579.48,57.72
Eastern,2019,6,29,498.08,66.73
NorthEastern,2019,6,29,36.15,22.8
Northern,2019,6,30,721.5,299.27
Western,2019,6,30,1273.05,26.09
Southern,2019,6,30,579.48,57.72
Eastern,2019,6,30,498.08,66.73
NorthEastern,2019,6,30,36.15,22.8
Northern,2019,7,1,658.28,319.37
Western,2019,7,1,1130.41,29.87
Southern,2019,7,1,522.48,68.42
Eastern,2019,7,1,483.72,83.26
NorthEastern,2019,7,1,33.85,27.73
Northern,2019,7,2,660.85,319.37
Western,2019,7,2,1130.41,29.87
Southern,2019,7,2,518.48,68.42
Eastern,2019,7,2,483.72,83.26
NorthEastern,2019,7,2,33.85,27.73
Northern,2019,7,3,660.85,319.37
Western,2019,7,3,1130.41,29.87
Southern,2019,7,3,518.48,68.42
Eastern,2019,7,3,483.72,83.26
NorthEastern,2019,7,3,33.85,27.73
Northern,2019,7,4,660.85,319.37
Western,2019,7,4,1130.41,29.87
Southern,2019,7,4,518.48,68.42
Eastern,2019,7,4,483.72,83.26
NorthEastern,2019,7,4,33.85,27.73
Northern,2019,7,5,663.52,319.37
Western,2019,7,5,1139.1,29.87
Southern,2019,7,5,521.66,68.42
Eastern,2019,7,5,483.72,83.26
NorthEastern,2019,7,5,33.85,27.73
Northern,2019,7,6,663.52,319.37
Western,2019,7,6,1142.37,29.87
Southern,2019,7,6,521.66,68.42
Eastern,2019,7,6,491.26,83.26
NorthEastern,2019,7,6,34.43,27.73
Northern,2019,7,7,663.52,319.37
Western,2019,7,7,1142.37,29.87
Southern,2019,7,7,521.66,68.42
Eastern,2019,7,7,491.26,83.26
NorthEastern,2019,7,7,34.43,27.73
Northern,2019,7,8,653.09,319.37
Western,2019,7,8,1142.37,29.87
Southern,2019,7,8,521.66,68.42
Eastern,2019,7,8,499.13,83.26
NorthEastern,2019,7,8,34.43,27.73
Northern,2019,7,9,653.09,319.37
Western,2019,7,9,1143.02,29.87
Southern,2019,7,9,517.53,68.42
Eastern,2019,7,9,499.13,83.26
NorthEastern,2019,7,9,34.43,27.73
Northern,2019,7,10,653.09,319.37
Western,2019,7,10,1139.22,29.87
Southern,2019,7,10,509.35,68.42
Eastern,2019,7,10,500.4,83.26
NorthEastern,2019,7,10,34.43,27.73
Northern,2019,7,11,653.09,319.37
Western,2019,7,11,1141.7,29.87
Southern,2019,7,11,513.73,68.42
Eastern,2019,7,11,497.7,83.26
NorthEastern,2019,7,11,34.43,27.73
Northern,2019,7,12,648.18,319.37
Western,2019,7,12,1141.7,29.87
Southern,2019,7,12,513.73,68.42
Eastern,2019,7,12,493.52,83.26
NorthEastern,2019,7,12,34.43,27.73
Northern,2019,7,13,648.18,319.37
Western,2019,7,13,1141.7,29.87
Southern,2019,7,13,513.2,68.42
Eastern,2019,7,13,493.52,83.26
NorthEastern,2019,7,13,34.43,27.73
Northern,2019,7,14,648.18,319.37
Western,2019,7,14,1141.7,29.87
Southern,2019,7,14,513.2,68.42
Eastern,2019,7,14,493.52,83.26
NorthEastern,2019,7,14,34.43,27.73
Northern,2019,7,15,648.18,319.37
Western,2019,7,15,1119.74,29.87
Southern,2019,7,15,500.77,68.42
Eastern,2019,7,15,490.81,83.26
NorthEastern,2019,7,15,33.97,27.73
Northern,2019,7,16,648.18,319.37
Western,2019,7,16,1122.49,29.87
Southern,2019,7,16,520.62,68.42
Eastern,2019,7,16,501.37,83.26
NorthEastern,2019,7,16,29.7,27.73
Northern,2019,7,17,648.24,319.37
Western,2019,7,17,1122.49,29.87
Southern,2019,7,17,520.62,68.42
Eastern,2019,7,17,501.37,83.26
NorthEastern,2019,7,17,29.7,27.73
Northern,2019,7,18,648.24,319.37
Western,2019,7,18,1124.78,29.87
Southern,2019,7,18,524.76,68.42
Eastern,2019,7,18,501.37,83.26
NorthEastern,2019,7,18,29.7,27.73
Northern,2019,7,19,648.24,319.37
Western,2019,7,19,1124.78,29.87
Southern,2019,7,19,524.76,68.42
Eastern,2019,7,19,501.37,83.26
NorthEastern,2019,7,19,29.7,27.73
Northern,2019,7,20,633.17,319.37
Western,2019,7,20,1124.37,29.87
Southern,2019,7,20,510.45,68.42
Eastern,2019,7,20,496.06,83.26
NorthEastern,2019,7,20,29.7,27.73
Northern,2019,7,21,626.48,319.37
Western,2019,7,21,1147.28,29.87
Southern,2019,7,21,521.72,68.42
Eastern,2019,7,21,496.06,83.26
NorthEastern,2019,7,21,29.97,27.73
Northern,2019,7,22,639.48,319.37
Western,2019,7,22,1159.45,29.87
Southern,2019,7,22,518.05,68.42
Eastern,2019,7,22,496.06,83.26
NorthEastern,2019,7,22,30.43,27.73
Northern,2019,7,23,639.48,319.37
Western,2019,7,23,1159.45,29.87
Southern,2019,7,23,515.05,68.42
Eastern,2019,7,23,496.06,83.26
NorthEastern,2019,7,23,30.43,27.73
Northern,2019,7,24,639.48,319.37
Western,2019,7,24,1160.99,29.87
Southern,2019,7,24,515.05,68.42
Eastern,2019,7,24,496.06,83.26
NorthEastern,2019,7,24,30.43,27.73
Northern,2019,7,25,625.85,319.37
Western,2019,7,25,1143.68,29.87
Southern,2019,7,25,511.26,68.42
Eastern,2019,7,25,491.98,83.26
NorthEastern,2019,7,25,30.43,27.73
Northern,2019,7,26,628.64,319.37
Western,2019,7,26,1150.26,29.87
Southern,2019,7,26,521.73,68.42
Eastern,2019,7,26,488.5,83.26
NorthEastern,2019,7,26,30.43,27.73
Northern,2019,7,27,628.64,319.37
Western,2019,7,27,1150.26,29.87
Southern,2019,7,27,521.73,68.42
Eastern,2019,7,27,488.5,83.26
NorthEastern,2019,7,27,30.43,27.73
Northern,2019,7,28,631.29,319.37
Western,2019,7,28,1150.26,29.87
Southern,2019,7,28,521.73,68.42
Eastern,2019,7,28,488.5,83.26
NorthEastern,2019,7,28,30.43,27.73
Northern,2019,7,29,631.29,319.37
Western,2019,7,29,1150.26,29.87
Southern,2019,7,29,521.73,68.42
Eastern,2019,7,29,488.5,83.26
NorthEastern,2019,7,29,30.43,27.73
Northern,2019,7,30,631.29,319.37
Western,2019,7,30,1173.26,29.87
Southern,2019,7,30,521.73,68.42
Eastern,2019,7,30,488.5,83.26
NorthEastern,2019,7,30,30.43,27.73
Northern,2019,7,31,633.29,319.37
Western,2019,7,31,1173.26,29.87
Southern,2019,7,31,543.73,68.42
Eastern,2019,7,31,491.5,83.26
NorthEastern,2019,7,31,30.43,27.73
Northern,2019,8,1,639.66,341.97
Western,2019,8,1,1128.19,42.17
Southern,2019,8,1,531.55,96.14
Eastern,2019,8,1,495.71,90.02
NorthEastern,2019,8,1,29.73,30.44
Northern,2019,8,2,639.66,341.97
Western,2019,8,2,1128.19,42.17
Southern,2019,8,2,531.55,96.14
Eastern,2019,8,2,495.71,90.02
NorthEastern,2019,8,2,29.73,30.44
Northern,2019,8,3,639.66,341.97
Western,2019,8,3,1128.19,42.17
Southern,2019,8,3,535.35,96.14
Eastern,2019,8,3,495.71,90.02
NorthEastern,2019,8,3,29.73,30.44
Northern,2019,8,4,637.69,341.97
Western,2019,8,4,1128.19,42.17
Southern,2019,8,4,532.02,96.14
Eastern,2019,8,4,496.96,90.02
NorthEastern,2019,8,4,29.73,30.44
Northern,2019,8,5,642.21,341.97
Western,2019,8,5,1138.6,42.17
Southern,2019,8,5,532.02,96.14
Eastern,2019,8,5,496.96,90.02
NorthEastern,2019,8,5,29.73,30.44
Northern,2019,8,6,644.18,341.97
Western,2019,8,6,1141.45,42.17
Southern,2019,8,6,539.79,96.14
Eastern,2019,8,6,496.96,90.02
NorthEastern,2019,8,6,29.73,30.44
Northern,2019,8,7,654.82,341.97
Western,2019,8,7,1141.45,42.17
Southern,2019,8,7,543.67,96.14
