Region,Year,Month,Day,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU)
NorthEastern,2017,12,7,29.14,32.10,12.11,12.67
Northern,2017,12,8,633.15,587.37,105.23,107.21
Western,2017,12,8,"1,070.96","1,159.01",42.27,16.7
Southern,2017,12,8,599.39,522.69,69.72,65.36
Eastern,2017,12,8,474.70,443.99,22.6,23.3
NorthEastern,2017,12,8,29.14,32.83,12.11,12.76
Northern,2017,12,9,633.15,594.68,105.23,108.66
Western,2017,12,9,"1,070.96","1,153.35",42.27,23.89
Southern,2017,12,9,594.99,521.21,69.72,65.27
Eastern,2017,12,9,474.70,447.16,22.6,23.99
NorthEastern,2017,12,9,29.14,32.78,12.11,13.26
Northern,2017,12,10,623.90,577.47,105.23,107.53
Western,2017,12,10,"1,073.05","1,123.38",42.27,18.8
Southern,2017,12,10,594.99,527.21,69.72,47.57
Eastern,2017,12,10,474.70,443.27,22.6,22.83
NorthEastern,2017,12,10,29.14,32.96,12.11,13.35
Northern,2017,12,11,623.90,583.99,105.23,105.93
Western,2017,12,11,"1,073.05","1,123.08",42.27,26.25
Southern,2017,12,11,599.23,544.25,69.72,75.24
Eastern,2017,12,11,474.70,441.27,22.6,26.95
NorthEastern,2017,12,11,29.14,32.31,12.11,13.03
Northern,2017,12,12,623.90,546.30,105.23,115.39
Western,2017,12,12,"1,070.76","1,151.50",42.27,21.73
Southern,2017,12,12,598.32,540.84,69.72,88.72
Eastern,2017,12,12,469.41,442.41,22.6,26.29
NorthEastern,2017,12,12,29.14,33.80,12.11,12.68
Northern,2017,12,13,634.95,598.09,105.23,118.86
Western,2017,12,13,"1,070.76","1,186.99",42.27,21.05
Southern,2017,12,13,598.32,570.43,69.72,78.52
Eastern,2017,12,13,469.41,442.93,22.6,27.01
NorthEastern,2017,12,13,29.14,35.15,12.11,12.99
Northern,2017,12,14,636.29,602.29,105.23,112.38
Western,2017,12,14,"1,079.98","1,151.45",42.27,23.42
Southern,2017,12,14,598.32,568.07,69.72,67.08
Eastern,2017,12,14,469.41,437.12,22.6,24.16
NorthEastern,2017,12,14,29.14,33.88,12.11,13.06
Northern,2017,12,15,624.65,630.20,105.23,113.07
Western,2017,12,15,"1,079.98","1,128.08",42.27,22.06
Southern,2017,12,15,598.32,556.50,69.72,58.85
Eastern,2017,12,15,465.98,439.79,22.6,25.25
NorthEastern,2017,12,15,29.14,33.50,12.11,13.44
Northern,2017,12,16,625.32,627.48,105.23,112.36
Western,2017,12,16,"1,079.98","1,096.61",42.27,17.93
Southern,2017,12,16,614.83,514.25,69.72,47.88
Eastern,2017,12,16,465.98,437.33,22.6,21.17
NorthEastern,2017,12,16,29.14,32.58,12.11,12.78
Northern,2017,12,17,625.32,613.20,105.23,106.82
Western,2017,12,17,"1,079.98","1,097.81",42.27,13.36
Southern,2017,12,17,614.83,475.08,69.72,38.28
Eastern,2017,12,17,461.90,438.66,22.6,19.21
NorthEastern,2017,12,17,29.14,27.01,12.11,13.02
Northern,2017,12,18,625.32,614.91,105.23,112.15
Western,2017,12,18,"1,079.98","1,133.85",42.27,20.96
Southern,2017,12,18,615.76,525.67,69.72,55.63
Eastern,2017,12,18,464.40,447.33,22.6,22.61
NorthEastern,2017,12,18,29.14,30.84,12.11,12.23
Northern,2017,12,19,625.32,640.52,105.23,110.88
Western,2017,12,19,"1,079.98","1,130.20",42.27,22.79
Southern,2017,12,19,615.76,533.09,69.72,53.58
Eastern,2017,12,19,464.19,454.50,22.6,22.73
NorthEastern,2017,12,19,29.14,32.01,12.11,12.31
Northern,2017,12,20,625.32,643.44,105.23,113.97
Western,2017,12,20,"1,074.69","1,164.43",42.27,18.14
Southern,2017,12,20,623.26,541.79,69.72,62.22
Eastern,2017,12,20,464.19,454.44,22.6,23.61
NorthEastern,2017,12,20,29.14,30.19,12.11,12.34
Northern,2017,12,21,625.32,637.23,105.23,112.7
Western,2017,12,21,"1,080.14","1,165.67",42.27,18.88
Southern,2017,12,21,627.22,545.99,69.72,58.55
Eastern,2017,12,21,464.19,451.96,22.6,23.94
NorthEastern,2017,12,21,29.14,30.24,12.11,11.49
Northern,2017,12,22,627.92,641.87,105.23,113.39
Western,2017,12,22,"1,082.43","1,187.66",42.27,17.34
Southern,2017,12,22,627.22,540.52,69.72,60.99
Eastern,2017,12,22,464.19,453.63,22.6,24.72
NorthEastern,2017,12,22,29.14,29.98,12.11,11.51
Northern,2017,12,23,627.92,627.57,105.23,116.47
Western,2017,12,23,"1,082.43","1,205.77",42.27,20.1
Southern,2017,12,23,627.22,520.38,69.72,54.58
Eastern,2017,12,23,466.74,454.66,22.6,26.85
NorthEastern,2017,12,23,29.14,30.12,12.11,11.57
Northern,2017,12,24,627.92,612.07,105.23,112.27
Western,2017,12,24,"1,082.43","1,193.93",42.27,17.62
Southern,2017,12,24,627.22,488.45,69.72,41.18
Eastern,2017,12,24,462.04,450.14,22.6,25.19
NorthEastern,2017,12,24,29.14,29.35,12.11,11.57
Northern,2017,12,25,627.92,622.44,105.23,111.82
Western,2017,12,25,"1,082.43","1,190.83",42.27,16.84
Southern,2017,12,25,627.22,517.09,69.72,46.13
Eastern,2017,12,25,462.04,449.95,22.6,25.15
NorthEastern,2017,12,25,29.14,34.54,12.11,10.69
Northern,2017,12,26,630.59,651.47,105.23,117.61
Western,2017,12,26,"1,095.43","1,199.41",42.27,20.01
Southern,2017,12,26,627.22,537.83,69.72,52.87
Eastern,2017,12,26,471.71,456.19,22.6,22.99
NorthEastern,2017,12,26,29.14,33.00,12.11,10.97
Northern,2017,12,27,628.09,656.30,105.23,115.4
Western,2017,12,27,"1,108.92","1,209.83",42.27,18.35
Southern,2017,12,27,627.22,513.31,69.72,47.84
Eastern,2017,12,27,471.71,465.62,22.6,23.07
NorthEastern,2017,12,27,29.14,28.46,12.11,10.57
Northern,2017,12,28,630.77,644.03,105.23,113.79
Western,2017,12,28,"1,114.67","1,201.15",42.27,17.57
Southern,2017,12,28,627.22,538.66,69.72,47.96
Eastern,2017,12,28,471.71,459.73,22.6,22.53
NorthEastern,2017,12,28,29.14,30.83,12.11,9.83
Northern,2017,12,29,630.77,631.30,105.23,114.63
Western,2017,12,29,"1,114.67","1,206.22",42.27,20.34
Southern,2017,12,29,627.22,550.12,69.72,49.3
Eastern,2017,12,29,471.71,460.81,22.6,23.64
NorthEastern,2017,12,29,29.14,31.17,12.11,9.62
Northern,2017,12,30,630.77,631.80,105.23,113.63
Western,2017,12,30,"1,114.67","1,186.15",42.27,18.51
Southern,2017,12,30,631.62,562.95,69.72,51.6
Eastern,2017,12,30,471.71,450.00,22.6,25.34
NorthEastern,2017,12,30,29.14,35.21,12.11,8.76
Northern,2017,12,31,633.37,626.54,105.23,108.8
Western,2017,12,31,"1,114.67","1,161.67",42.27,16.3
Southern,2017,12,31,631.62,541.31,69.72,39.09
Eastern,2017,12,31,474.71,446.42,22.6,22.85
NorthEastern,2017,12,31,29.14,35.71,12.11,9.17
Northern,2018,1,1,626.60,625.16,96.18,110.0
Western,2018,1,1,"1,127.88","1,152.31",41.22,19.88
Southern,2018,1,1,638.77,556.72,70.04,42.45
Eastern,2018,1,1,478.58,435.94,21.76,21.87
NorthEastern,2018,1,1,31.88,35.76,11.28,8.56
Northern,2018,1,2,624.00,621.78,96.18,113.94
Western,2018,1,2,"1,127.88","1,194.53",41.22,18.46
Southern,2018,1,2,635.44,569.41,70.04,51.42
Eastern,2018,1,2,476.31,454.95,21.76,19.36
NorthEastern,2018,1,2,31.88,36.26,11.28,8.66
Northern,2018,1,3,624.00,637.94,96.18,113.87
Western,2018,1,3,"1,127.88","1,202.38",41.22,23.3
Southern,2018,1,3,635.44,580.01,70.04,49.04
Eastern,2018,1,3,476.31,465.11,21.76,18.29
NorthEastern,2018,1,3,31.88,36.06,11.28,8.17
Northern,2018,1,4,626.50,636.89,96.18,111.65
Western,2018,1,4,"1,127.88","1,228.55",41.22,25.78
Southern,2018,1,4,635.44,577.00,70.04,51.68
Eastern,2018,1,4,476.31,470.32,21.76,21.19
NorthEastern,2018,1,4,31.88,35.25,11.28,8.34
Northern,2018,1,5,629.13,641.63,96.18,110.03
Western,2018,1,5,"1,127.88","1,248.63",41.22,25.89
Southern,2018,1,5,635.44,583.69,70.04,47.2
Eastern,2018,1,5,476.31,469.49,21.76,24.36
NorthEastern,2018,1,5,31.88,30.75,11.28,8.43
Northern,2018,1,6,629.13,635.57,96.18,109.72
Western,2018,1,6,"1,117.67","1,229.47",41.22,29.69
Southern,2018,1,6,636.90,592.77,70.04,52.58
Eastern,2018,1,6,480.54,448.04,21.76,23.1
NorthEastern,2018,1,6,31.88,30.47,11.28,8.33
Northern,2018,1,7,629.13,626.33,96.18,108.45
Western,2018,1,7,"1,114.84","1,191.88",41.22,19.03
Southern,2018,1,7,636.90,556.09,70.04,43.33
Eastern,2018,1,7,480.54,438.99,21.76,21.02
NorthEastern,2018,1,7,31.88,33.04,11.28,8.03
Northern,2018,1,8,626.22,653.82,96.18,108.83
Western,2018,1,8,"1,114.84","1,211.40",41.22,21.75
Southern,2018,1,8,636.90,565.57,70.04,47.98
Eastern,2018,1,8,480.54,451.27,21.76,21.11
NorthEastern,2018,1,8,31.88,33.83,11.28,8.84
Northern,2018,1,9,626.22,661.38,96.18,106.69
Western,2018,1,9,"1,114.84","1,209.28",41.22,20.14
Southern,2018,1,9,640.68,581.51,70.04,44.86
Eastern,2018,1,9,494.84,460.03,21.76,23.0
NorthEastern,2018,1,9,31.88,34.13,11.28,8.61
Northern,2018,1,10,626.22,664.85,96.18,106.63
Western,2018,1,10,"1,109.51","1,222.02",41.22,23.52
Southern,2018,1,10,636.85,574.20,70.04,46.91
Eastern,2018,1,10,494.84,463.60,21.76,19.18
NorthEastern,2018,1,10,31.88,34.24,11.28,8.28
Northern,2018,1,11,626.22,663.06,96.18,108.06
Western,2018,1,11,"1,115.41","1,232.97",41.22,27.82
Southern,2018,1,11,636.85,583.78,70.04,59.76
Eastern,2018,1,11,494.40,453.23,21.76,25.26
NorthEastern,2018,1,11,31.88,32.43,11.28,8.37
Northern,2018,1,12,626.22,678.76,96.18,107.38
Western,2018,1,12,"1,115.41","1,239.85",41.22,29.04
Southern,2018,1,12,636.85,588.67,70.04,66.23
Eastern,2018,1,12,494.40,456.59,21.76,25.64
NorthEastern,2018,1,12,31.88,32.81,11.28,8.15
Northern,2018,1,13,626.22,670.85,96.18,104.5
Western,2018,1,13,"1,125.62","1,252.84",41.22,26.26
Southern,2018,1,13,636.85,570.54,70.04,57.51
Eastern,2018,1,13,494.40,475.49,21.76,27.84
NorthEastern,2018,1,13,31.88,32.63,11.28,8.22
Northern,2018,1,14,626.22,631.14,96.18,101.56
Western,2018,1,14,"1,125.62","1,177.90",41.22,27.64
Southern,2018,1,14,636.85,497.81,70.04,43.51
Eastern,2018,1,14,494.40,460.84,21.76,24.24
NorthEastern,2018,1,14,31.88,32.51,11.28,8.04
Northern,2018,1,15,626.22,647.56,96.18,105.38
Western,2018,1,15,"1,125.62","1,177.74",41.22,34.85
Southern,2018,1,15,636.85,499.73,70.04,55.61
Eastern,2018,1,15,494.84,460.45,21.76,19.32
NorthEastern,2018,1,15,31.88,33.18,11.28,8.4
Northern,2018,1,16,623.55,644.93,96.18,105.54
Western,2018,1,16,"1,125.62","1,231.37",41.22,32.11
Southern,2018,1,16,636.85,529.73,70.04,71.0
Eastern,2018,1,16,494.84,475.27,21.76,22.7
NorthEastern,2018,1,16,31.88,33.47,11.28,6.96
Northern,2018,1,17,623.55,659.30,96.18,105.05
Western,2018,1,17,"1,125.62","1,257.74",41.22,26.53
Southern,2018,1,17,636.85,541.54,70.04,71.06
Eastern,2018,1,17,484.15,490.72,21.76,20.24
NorthEastern,2018,1,17,31.88,33.53,11.28,7.18
Northern,2018,1,18,623.55,648.54,96.18,103.61
Western,2018,1,18,"1,125.62","1,254.10",41.22,20.82
Southern,2018,1,18,636.85,536.01,70.04,69.2
Eastern,2018,1,18,484.15,492.04,21.76,24.34
NorthEastern,2018,1,18,31.88,31.99,11.28,7.45
Northern,2018,1,19,623.55,657.23,96.18,100.2
Western,2018,1,19,"1,125.62","1,246.84",41.22,26.83
Southern,2018,1,19,636.85,540.79,70.04,69.36
Eastern,2018,1,19,484.15,486.65,21.76,23.98
NorthEastern,2018,1,19,31.88,31.43,11.28,7.58
Northern,2018,1,20,619.13,652.49,96.18,100.83
Western,2018,1,20,"1,125.62","1,252.19",41.22,17.65
Southern,2018,1,20,636.85,528.85,70.04,77.78
Eastern,2018,1,20,484.15,487.57,21.76,23.02
NorthEastern,2018,1,20,31.88,32.79,11.28,7.48
Northern,2018,1,21,619.13,629.00,96.18,98.32
Western,2018,1,21,"1,125.62","1,229.76",41.22,15.03
Southern,2018,1,21,636.85,507.00,70.04,54.31
Eastern,2018,1,21,484.15,483.46,21.76,20.39
NorthEastern,2018,1,21,31.88,32.93,11.28,7.14
Northern,2018,1,22,619.13,645.75,96.18,99.14
Western,2018,1,22,"1,125.62","1,241.51",41.22,20.64
Southern,2018,1,22,638.65,521.46,70.04,76.09
Eastern,2018,1,22,486.42,490.75,21.76,21.86
NorthEastern,2018,1,22,31.88,31.81,11.28,7.58
Northern,2018,1,23,616.44,612.90,96.18,95.8
Western,2018,1,23,"1,125.62","1,231.10",41.22,25.13
Southern,2018,1,23,638.65,541.55,70.04,81.67
Eastern,2018,1,23,486.42,493.79,21.76,22.28
NorthEastern,2018,1,23,31.88,32.09,11.28,7.32
Northern,2018,1,24,616.44,618.00,96.18,95.7
Western,2018,1,24,"1,125.62","1,216.75",41.22,21.11
Southern,2018,1,24,636.46,570.30,70.04,75.45
Eastern,2018,1,24,486.42,497.51,21.76,22.35
NorthEastern,2018,1,24,31.88,31.83,11.28,7.58
Northern,2018,1,25,613.98,644.94,96.18,97.76
Western,2018,1,25,"1,119.83","1,214.98",41.22,22.58
Southern,2018,1,25,636.46,596.86,70.04,59.37
Eastern,2018,1,25,486.42,491.14,21.76,24.93
NorthEastern,2018,1,25,31.88,31.95,11.28,7.57
Northern,2018,1,26,619.27,608.45,96.18,92.75
Western,2018,1,26,"1,123.66","1,158.43",41.22,11.53
Southern,2018,1,26,636.46,567.09,70.04,48.46
Eastern,2018,1,26,486.42,471.99,21.76,21.15
NorthEastern,2018,1,26,31.88,30.49,11.28,8.22
Northern,2018,1,27,619.27,629.54,96.18,92.95
Western,2018,1,27,"1,127.26","1,169.33",41.22,19.06
Southern,2018,1,27,636.46,591.65,70.04,55.74
Eastern,2018,1,27,483.54,481.14,21.76,22.94
NorthEastern,2018,1,27,31.88,32.40,11.28,8.21
Northern,2018,1,28,622.18,612.51,96.18,92.95
Western,2018,1,28,"1,127.26","1,185.44",41.22,16.76
Southern,2018,1,28,636.46,568.36,70.04,43.99
Eastern,2018,1,28,483.54,484.25,21.76,22.39
NorthEastern,2018,1,28,31.88,32.71,11.28,8.28
Northern,2018,1,29,622.18,644.05,96.18,95.11
Western,2018,1,29,"1,127.26","1,198.62",41.22,18.84
Southern,2018,1,29,640.29,586.52,70.04,52.86
Eastern,2018,1,29,483.54,483.73,21.76,23.58
NorthEastern,2018,1,29,31.88,28.29,11.28,8.01
Northern,2018,1,30,622.18,636.39,96.18,93.42
Western,2018,1,30,"1,127.26","1,210.60",41.22,18.17
Southern,2018,1,30,640.29,574.39,70.04,60.06
Eastern,2018,1,30,483.54,476.47,21.76,22.26
NorthEastern,2018,1,30,31.88,33.29,11.28,7.38
Northern,2018,1,31,626.18,643.76,96.18,93.48
Western,2018,1,31,"1,127.26","1,193.56",41.22,17.68
Southern,2018,1,31,640.29,574.81,70.04,59.1
Eastern,2018,1,31,483.54,497.16,21.76,20.99
NorthEastern,2018,1,31,31.88,34.13,11.28,7.57
Northern,2018,2,1,611.46,635.44,109.45,95.3
Western,2018,2,1,"1,143.81","1,202.72",40.94,24.39
Southern,2018,2,1,642.31,571.51,82.8,41.16
Eastern,2018,2,1,489.39,507.35,25.1,19.21
NorthEastern,2018,2,1,31.93,33.47,10.24,6.97
Northern,2018,2,2,611.46,650.47,109.45,96.39
Western,2018,2,2,"1,143.81","1,214.09",40.94,20.11
Southern,2018,2,2,642.31,568.66,82.8,46.99
Eastern,2018,2,2,489.39,499.88,25.1,20.99
NorthEastern,2018,2,2,31.93,33.76,10.24,6.78
Northern,2018,2,3,611.46,631.03,109.45,93.06
Western,2018,2,3,"1,149.12","1,217.42",40.94,20.93
Southern,2018,2,3,642.31,554.89,82.8,48.2
Eastern,2018,2,3,485.39,492.35,25.1,25.11
NorthEastern,2018,2,3,31.93,34.41,10.24,6.28
Northern,2018,2,4,611.46,600.66,109.45,93.65
Western,2018,2,4,"1,149.12","1,192.48",40.94,16.63
Southern,2018,2,4,642.31,518.87,82.8,35.04
Eastern,2018,2,4,485.39,474.38,25.1,21.0
NorthEastern,2018,2,4,31.93,32.97,10.24,7.39
Northern,2018,2,5,611.46,621.07,109.45,95.34
Western,2018,2,5,"1,149.12","1,220.83",40.94,16.65
Southern,2018,2,5,642.31,558.40,82.8,42.26
Eastern,2018,2,5,485.39,482.33,25.1,25.09
NorthEastern,2018,2,5,31.93,34.31,10.24,7.66
Northern,2018,2,6,614.11,636.43,109.45,93.64
Western,2018,2,6,"1,149.12","1,247.96",40.94,23.41
Southern,2018,2,6,643.74,587.07,82.8,51.8
Eastern,2018,2,6,488.00,489.71,25.1,19.32
NorthEastern,2018,2,6,31.93,34.55,10.24,7.25
Northern,2018,2,7,614.11,632.69,109.45,95.6
Western,2018,2,7,"1,149.12","1,240.16",40.94,24.66
Southern,2018,2,7,643.74,604.75,82.8,62.78
Eastern,2018,2,7,488.00,504.10,25.1,23.18
NorthEastern,2018,2,7,31.93,34.50,10.24,7.87
Northern,2018,2,8,614.11,635.96,109.45,92.6
Western,2018,2,8,"1,149.12","1,248.73",40.94,24.75
Southern,2018,2,8,643.74,577.04,82.8,50.76
Eastern,2018,2,8,488.00,507.01,25.1,27.61
NorthEastern,2018,2,8,31.93,34.07,10.24,8.58
Northern,2018,2,9,614.11,651.09,109.45,94.27
Western,2018,2,9,"1,167.72","1,238.89",40.94,21.98
Southern,2018,2,9,643.74,592.07,82.8,59.29
Eastern,2018,2,9,488.00,507.11,25.1,27.33
NorthEastern,2018,2,9,31.93,34.05,10.24,8.15
Northern,2018,2,10,614.11,650.88,109.45,93.31
Western,2018,2,10,"1,167.72","1,222.20",40.94,22.34
Southern,2018,2,10,643.74,576.32,82.8,60.51
Eastern,2018,2,10,488.00,513.40,25.1,27.15
NorthEastern,2018,2,10,31.93,33.51,10.24,7.48
Northern,2018,2,11,610.71,598.19,109.45,91.87
Western,2018,2,11,"1,167.72","1,149.44",40.94,16.1
Southern,2018,2,11,643.74,529.47,82.8,33.57
Eastern,2018,2,11,488.00,499.29,25.1,23.63
NorthEastern,2018,2,11,31.93,33.36,10.24,7.13
Northern,2018,2,12,608.21,555.20,109.45,90.08
Western,2018,2,12,"1,167.72","1,119.22",40.94,22.46
Southern,2018,2,12,643.74,582.48,82.8,47.12
Eastern,2018,2,12,488.00,499.69,25.1,22.67
NorthEastern,2018,2,12,31.93,33.48,10.24,6.98
Northern,2018,2,13,608.21,566.09,109.45,90.9
Western,2018,2,13,"1,167.72","1,137.89",40.94,23.13
Southern,2018,2,13,643.74,585.93,82.8,46.1
Eastern,2018,2,13,488.00,500.87,25.1,22.31
NorthEastern,2018,2,13,31.93,33.36,10.24,7.05
Northern,2018,2,14,608.21,598.77,109.45,94.92
Western,2018,2,14,"1,167.72","1,103.20",40.94,19.96
Southern,2018,2,14,643.74,569.84,82.8,40.6
Eastern,2018,2,14,488.00,497.47,25.1,21.58
NorthEastern,2018,2,14,31.93,32.66,10.24,5.75
Northern,2018,2,15,616.21,607.95,109.45,96.66
Western,2018,2,15,"1,166.32","1,139.32",40.94,25.85
Southern,2018,2,15,643.74,574.36,82.8,39.46
Eastern,2018,2,15,488.00,490.15,25.1,22.96
NorthEastern,2018,2,15,31.93,32.49,10.24,6.73
Northern,2018,2,16,616.21,627.46,109.45,95.49
Western,2018,2,16,"1,166.32","1,187.35",40.94,23.92
Southern,2018,2,16,643.74,605.11,82.8,48.73
Eastern,2018,2,16,490.85,496.94,25.1,22.43
NorthEastern,2018,2,16,31.93,33.20,10.24,6.98
Northern,2018,2,17,616.21,611.01,109.45,96.91
Western,2018,2,17,"1,166.32","1,189.54",40.94,27.21
Southern,2018,2,17,643.74,617.08,82.8,47.95
Eastern,2018,2,17,490.85,508.87,25.1,23.94
NorthEastern,2018,2,17,31.93,32.85,10.24,7.03
Northern,2018,2,18,616.21,582.75,109.45,93.96
Western,2018,2,18,"1,166.32","1,185.76",40.94,24.53
Southern,2018,2,18,650.74,580.96,82.8,37.39
Eastern,2018,2,18,490.85,502.79,25.1,21.61
NorthEastern,2018,2,18,31.93,32.43,10.24,7.16
Northern,2018,2,19,626.01,582.78,109.45,97.65
Western,2018,2,19,"1,166.32","1,194.11",40.94,36.51
Southern,2018,2,19,650.74,618.36,82.8,50.19
Eastern,2018,2,19,490.85,504.64,25.1,30.21
NorthEastern,2018,2,19,31.93,33.01,10.24,6.71
Northern,2018,2,20,620.85,607.92,109.45,97.73
Western,2018,2,20,"1,166.32","1,205.79",40.94,35.98
Southern,2018,2,20,650.74,644.61,82.8,58.9
Eastern,2018,2,20,490.85,523.94,25.1,24.11
NorthEastern,2018,2,20,31.93,33.58,10.24,6.74
Northern,2018,2,21,630.85,608.66,109.45,99.28
Western,2018,2,21,"1,166.32","1,200.22",40.94,35.39
Southern,2018,2,21,650.74,650.81,82.8,55.93
Eastern,2018,2,21,490.85,537.61,25.1,23.23
NorthEastern,2018,2,21,31.93,33.80,10.24,5.75
Northern,2018,2,22,633.56,616.84,109.45,97.77
Western,2018,2,22,"1,168.03","1,213.60",40.94,36.89
Southern,2018,2,22,650.74,647.79,82.8,61.67
Eastern,2018,2,22,490.85,545.31,25.1,25.22
NorthEastern,2018,2,22,31.93,33.77,10.24,5.26
Northern,2018,2,23,633.56,622.09,109.45,98.91
Western,2018,2,23,"1,169.43","1,211.49",40.94,26.39
Southern,2018,2,23,650.74,657.13,82.8,58.66
Eastern,2018,2,23,490.85,523.90,25.1,27.0
NorthEastern,2018,2,23,31.93,33.92,10.24,5.34
Northern,2018,2,24,633.56,592.86,109.45,94.15
Western,2018,2,24,"1,169.43","1,203.97",40.94,27.04
Southern,2018,2,24,650.74,632.25,82.8,58.96
Eastern,2018,2,24,490.85,523.00,25.1,28.12
NorthEastern,2018,2,24,31.93,33.13,10.24,5.28
Northern,2018,2,25,632.89,575.09,109.45,101.25
Western,2018,2,25,"1,169.43","1,155.68",40.94,13.91
Southern,2018,2,25,650.74,608.12,82.8,43.96
Eastern,2018,2,25,490.85,532.18,25.1,19.05
NorthEastern,2018,2,25,31.93,32.55,10.24,5.62
Northern,2018,2,26,632.25,614.35,109.45,106.45
Western,2018,2,26,"1,169.43","1,181.85",40.94,28.89
Southern,2018,2,26,650.74,635.58,82.8,63.72
Eastern,2018,2,26,490.85,533.87,25.1,22.55
NorthEastern,2018,2,26,31.93,31.10,10.24,5.57
Northern,2018,2,27,632.25,635.76,109.45,107.4
Western,2018,2,27,"1,169.43","1,195.82",40.94,32.09
Southern,2018,2,27,650.74,638.18,82.8,61.85
Eastern,2018,2,27,495.35,543.05,25.1,28.03
NorthEastern,2018,2,27,31.93,30.67,10.24,5.81
Northern,2018,2,28,634.75,661.54,109.45,107.45
Western,2018,2,28,"1,169.43","1,194.22",40.94,39.93
Southern,2018,2,28,650.74,659.82,82.8,69.79
Eastern,2018,2,28,499.35,543.69,25.1,27.92
NorthEastern,2018,2,28,31.93,34.11,10.24,5.47
Northern,2018,3,1,635.26,654.47,134.13,105.98
Western,2018,3,1,"1,175.98","1,186.85",38.1,27.09
Southern,2018,3,1,649.52,662.08,88.22,69.71
Eastern,2018,3,1,505.24,536.02,30.16,21.73
NorthEastern,2018,3,1,31.96,33.97,12.16,5.6
Northern,2018,3,2,635.26,554.50,134.13,104.7
Western,2018,3,2,"1,175.98","1,092.98",38.1,10.57
Southern,2018,3,2,649.52,630.75,88.22,55.04
Eastern,2018,3,2,505.24,490.72,30.16,19.54
NorthEastern,2018,3,2,31.96,31.28,12.16,5.56
Northern,2018,3,3,637.13,542.80,134.13,112.61
Western,2018,3,3,"1,175.98","1,111.50",38.1,22.09
Southern,2018,3,3,649.52,646.83,88.22,62.78
Eastern,2018,3,3,505.24,492.22,30.16,24.95
NorthEastern,2018,3,3,31.96,30.87,12.16,6.33
Northern,2018,3,4,637.13,562.84,134.13,112.52
Western,2018,3,4,"1,175.98","1,162.40",38.1,12.14
Southern,2018,3,4,649.52,639.72,88.22,60.78
Eastern,2018,3,4,505.24,523.06,30.16,25.56
NorthEastern,2018,3,4,31.96,31.91,12.16,6.48
Northern,2018,3,5,636.48,610.22,134.13,112.23
Western,2018,3,5,"1,175.98","1,173.44",38.1,23.32
Southern,2018,3,5,649.52,650.26,88.22,79.2
Eastern,2018,3,5,501.14,526.63,30.16,24.07
NorthEastern,2018,3,5,31.96,33.13,12.16,9.06
Northern,2018,3,6,635.83,647.31,134.13,107.62
Western,2018,3,6,"1,175.98","1,189.26",38.1,25.88
Southern,2018,3,6,649.52,652.52,88.22,73.92
Eastern,2018,3,6,501.14,520.24,30.16,28.06
NorthEastern,2018,3,6,31.96,33.34,12.16,5.9
Northern,2018,3,7,632.55,648.77,134.13,106.19
Western,2018,3,7,"1,175.98","1,169.49",38.1,26.9
Southern,2018,3,7,649.52,660.37,88.22,72.38
Eastern,2018,3,7,501.14,545.88,30.16,25.2
NorthEastern,2018,3,7,31.96,33.68,12.16,5.43
Northern,2018,3,8,631.90,642.28,134.13,105.78
Western,2018,3,8,"1,175.98","1,193.83",38.1,33.1
Southern,2018,3,8,649.52,666.10,88.22,80.88
Eastern,2018,3,8,501.14,544.58,30.16,23.6
NorthEastern,2018,3,8,31.96,33.78,12.16,5.41
Northern,2018,3,9,631.90,633.01,134.13,105.11
Western,2018,3,9,"1,175.98","1,155.59",38.1,33.64
Southern,2018,3,9,649.52,704.30,88.22,86.56
Eastern,2018,3,9,501.14,541.05,30.16,25.77
NorthEastern,2018,3,9,31.96,34.02,12.16,4.99
Northern,2018,3,10,631.90,640.62,134.13,104.13
Western,2018,3,10,"1,175.98","1,163.68",38.1,31.4
Southern,2018,3,10,649.52,687.98,88.22,72.91
Eastern,2018,3,10,501.14,546.67,30.16,25.79
NorthEastern,2018,3,10,31.96,33.95,12.16,5.38
Northern,2018,3,11,635.05,670.46,134.13,101.45
Western,2018,3,11,"1,175.98","1,128.53",38.1,17.09
Southern,2018,3,11,649.52,653.75,88.22,54.71
Eastern,2018,3,11,501.14,540.23,30.16,21.16
NorthEastern,2018,3,11,31.96,33.85,12.16,5.93
Northern,2018,3,12,635.75,690.77,134.13,99.21
Western,2018,3,12,"1,175.98","1,145.06",38.1,18.66
Southern,2018,3,12,649.52,678.51,88.22,69.31
Eastern,2018,3,12,501.14,544.48,30.16,26.71
NorthEastern,2018,3,12,31.96,32.82,12.16,5.69
